document_id,document_name,version,pointer,num_responses,%failed,%giveup,%trigger_goto,%failed1,failed1_response,%failed2,failed2_response,%failed3,failed3_response,course
9296,Addition - Rules,56,body11ShortAnswerProblem,10175,74.8108108108108,0.0,0.0,8.324324324324325,"""addition""",3.5675675675675675,"""addition""",1.7297297297297298,"""?""",Prealgebra 1
9296,Addition - Rules,56,body13MultiAnswerProblem,16159,27.978216473791697,0.0,0.0,21.37508509189925,[3],2.5867937372362153,[0],2.314499659632403,[1],Prealgebra 1
9296,Addition - Rules,56,body15body0MultiAnswerProblem,15785,27.526132404181183,0.3484320557491289,0.0,16.306620209059233,"[1,2]",4.529616724738676,[1],3.484320557491289,[0],Prealgebra 1
9296,Addition - Rules,56,body21ShortAnswerProblem,11396,7.722007722007722,0.0965250965250965,0.0,2.413127413127413,"""10""",1.5444015444015444,"""16""",0.7722007722007722,"""14""",Prealgebra 1
9296,Addition - Rules,56,body23ShortAnswerProblem,12672,13.368055555555555,0.0868055555555555,0.0,8.333333333333334,"""15""",0.78125,"""11""",0.6076388888888888,"""0""",Prealgebra 1
9296,Addition - Rules,56,body25ShortAnswerProblem,12056,12.591240875912408,0.4562043795620438,0.0,4.835766423357664,"""3""",1.7335766423357664,"""13""",1.6423357664233578,"""7""",Prealgebra 1
9296,Addition - Rules,56,body28ShortAnswerProblem,10131,68.07817589576547,0.0,0.0,7.383279044516829,"""commutative property of addition""",2.0629750271444083,"""commutative property""",1.737242128121607,"""idk""",Prealgebra 1
9296,Addition - Rules,56,body30MultiAnswerProblem,14355,22.911877394636015,1.0727969348659003,0.0,9.655172413793103,"[1,3]",5.440613026819923,"[0,2]",2.9118773946360155,[1],Prealgebra 1
9296,Addition - Rules,56,body32MathjaxBlank,10670,3.814432989690722,1.0309278350515465,0.2061855670103092,1.0309278350515465,"[""o""]",0.7216494845360825,"[""o""]",0.6185567010309279,"[""2""]",Prealgebra 1
9296,Addition - Rules,56,body3body0MultiAnswerProblem,22220,43.31683168316832,1.2871287128712872,0.0,20.792079207920793,"[0,1,3]",3.1683168316831685,"[0,1,2,3,4]",3.01980198019802,"[0,1]",Prealgebra 1
9296,Addition - Rules,56,body6ShortAnswerProblem,10692,3.1893004115226335,0.102880658436214,0.0,1.02880658436214,"""6""",0.51440329218107,"""3""",0.411522633744856,"""2""",Prealgebra 1
9296,Addition - Rules,56,body8ShortAnswerProblem,10428,1.4767932489451476,0.0,0.0,0.9493670886075948,"""6""",0.1054852320675105,"""7""",0.1054852320675105,"""2+3=3+2""",Prealgebra 1
9297,Addition - Longer Sums,33,body12ShortAnswerProblem,2255,17.5609756097561,0.0,0.4878048780487805,12.195121951219512,"""117""",1.951219512195122,"""200""",0.4878048780487805,"""219""",Prealgebra 1
9297,Addition - Longer Sums,33,body16body1MultiAnswerProblem,5533,9.940357852882704,0.0,90.0596421471173,9.940357852882704,[0],0.0,,0.0,,Prealgebra 1
9297,Addition - Longer Sums,33,body17body12ShortAnswerProblem,10582,48.44074844074844,8.93970893970894,0.0,14.76091476091476,"""4900""",2.598752598752599,"""5500""",1.7671517671517671,"""640""",Prealgebra 1
9297,Addition - Longer Sums,33,body17body2ShortAnswerProblem,4686,4.694835680751174,0.0,0.0,1.6431924882629108,"""88""",0.4694835680751174,"""100""",0.4694835680751174,"""10000""",Prealgebra 1
9297,Addition - Longer Sums,33,body17body5MultiAnswerProblem,8668,36.80203045685279,0.0,0.0,29.82233502538071,[0],6.979695431472082,[2],0.0,,Prealgebra 1
9297,Addition - Longer Sums,33,body17body7ShortAnswerProblem,5599,19.44990176817289,4.322200392927308,0.0,2.357563850687623,"""550""",2.161100196463654,"""400""",1.9646365422396856,"""5050""",Prealgebra 1
