document_id,document_name,version,pointer,num_responses,%failed,%giveup,%trigger_goto,%failed1,failed1_response,%failed2,failed2_response,%failed3,failed3_response
9298,What's a Writing Problem?,23,body3MultiAnswerProblem,27,0.0,0.0,0.0,,,,,,
9298,What's a Writing Problem?,23,body4MultiAnswerProblem,27,0.0,0.0,0.0,,,,,,
9298,What's a Writing Problem?,23,body5MultiAnswerProblem,27,0.0,0.0,0.0,,,,,,
9298,What's a Writing Problem?,23,body6MultiAnswerProblem,27,0.0,0.0,0.0,,,,,,
9745,Welcome,39,body13MultiAnswerProblem,2675,43.925233644859816,0.0,0.0,14.953271028037383,"[0,1,2,4,5]",10.280373831775702,"[0,1,2,3,5]",4.672897196261682,"[0,1,2,5]"
9745,Welcome,39,body22MultiAnswerProblem,1200,10.416666666666666,0.0,0.0,10.416666666666666,[1],,,,
9745,Welcome,39,body23MultiAnswerProblem,1200,52.083333333333336,0.0,0.0,52.083333333333336,[0],,,,
9745,Welcome,39,body24MultiAnswerProblem,1200,18.75,0.0,0.0,18.75,[0],,,,
9745,Welcome,39,body25MultiAnswerProblem,1200,6.25,0.0,0.0,6.25,[1],,,,
9745,Welcome,39,body3MultiAnswerProblem,1575,15.873015873015873,0.0,0.0,7.936507936507937,[3],6.349206349206349,[1],1.5873015873015872,[0]
9745,Welcome,39,body4body23MultiAnswerProblem,2475,39.39393939393939,1.0101010101010102,0.0,18.181818181818183,"[0,1,2,3,4,5]",4.040404040404041,[6],2.0202020202020203,[0]
10330,Class Forum,15,body1MultiAnswerProblem,75,66.66666666666667,0.0,0.0,33.333333333333336,"[0,1,2,3,4,5]",33.333333333333336,"[0,1,2,3]",,
11295,Expanding,19,body10ShortAnswerProblem,852,26.760563380281692,0.0,73.2394366197183,8.450704225352112,"""4x^2 + 5x + 15""",2.816901408450704,"""x^2+5x+3x+15""",2.816901408450704,"""x^2+16x+15"""
11295,Expanding,19,body12MathjaxBlank,132,27.272727272727273,54.54545454545455,0.0,18.181818181818183,"[""5"",""3""]",9.090909090909092,"[""x"",""3""]",,
11295,Expanding,19,body13ShortAnswerProblem,168,42.857142857142854,28.571428571428573,0.0,14.285714285714286,"""7""",7.142857142857143,"""x^2+3x + 5x+15""",7.142857142857143,"""x^4 + 14"""
11295,Expanding,19,body20ShortAnswerProblem,864,23.61111111111111,8.333333333333334,0.0,4.166666666666667,"""x^2+8x+12""",4.166666666666667,"""x^2-6x+12""",2.7777777777777777,"""x^2-8+12"""
11295,Expanding,19,body23ShortAnswerProblem,612,13.72549019607843,11.764705882352942,0.0,9.803921568627452,"""-x^2""",1.9607843137254901,"""1""",1.9607843137254901,"""x^2"""
11295,Expanding,19,body26MathjaxBlank,540,0.0,2.2222222222222223,2.2222222222222223,,,,,,
11295,Expanding,19,body30ShortAnswerProblem,864,22.22222222222222,0.0,0.0,8.333333333333334,"""x^2 + 18x + 9""",5.555555555555555,"""x^2+9""",2.7777777777777777,"""x"""
11295,Expanding,19,body32ShortAnswerProblem,816,20.58823529411765,4.411764705882353,0.0,2.9411764705882355,"""6a^2-6a-8""",2.9411764705882355,"""6^2-6a-8""",1.4705882352941178,"""6a^2+16a+-8"""
11295,Expanding,19,body36ShortAnswerProblem,936,35.8974358974359,6.410256410256411,0.0,7.6923076923076925,"""c^3+3c^2-5c+2""",3.8461538461538463,"""c^3+2c^2-9c+2""",2.5641025641025643,"""c^3 + -9c + 2c^2+ 2"""
11295,Expanding,19,body38ShortAnswerProblem,84,14.285714285714286,0.0,0.0,14.285714285714286,"""t^2+-7t+1""",,,,
11295,Expanding,19,body5ShortAnswerProblem,816,22.058823529411764,13.235294117647058,0.0,8.823529411764707,"""idk""",4.411764705882353,"""x+3""",4.411764705882353,"""1x(1x+3)"""
11295,Expanding,19,body7ShortAnswerProblem,528,2.272727272727273,0.0,0.0,2.272727272727273,"""5x """,,,,
11296,Sums and Products of Roots,60,body10MathjaxBlank,432,25.0,13.88888888888889,2.7777777777777777,19.444444444444443,"[""-5"",""-66""]",2.7777777777777777,"[""5"",""66""]",2.7777777777777777,"[""-5"",""66""]"
11296,Sums and Products of Roots,60,body11MultiAnswerProblem,372,9.67741935483871,0.0,0.0,9.67741935483871,[1],,,,
11296,Sums and Products of Roots,60,body14ShortAnswerProblem,1116,55.913978494623656,17.204301075268816,26.881720430107528,8.602150537634408,"""(x+r)(x+s)""",6.451612903225806,"""x^2+(r+s)x+rs""",4.301075268817204,"""r+s = rs"""
11296,Sums and Products of Roots,60,body16MathjaxBlank,144,8.333333333333334,50.0,0.0,8.333333333333334,"[""-r"",""-s""]",,,,
11296,Sums and Products of Roots,60,body17ShortAnswerProblem,468,35.8974358974359,15.384615384615385,2.5641025641025643,10.256410256410257,"""x^2 -xs-xr -rs""",5.128205128205129,"""x^2 -sx-rx-rs""",2.5641025641025643,"""x^2+(r+s)x+rs"""
11296,Sums and Products of Roots,60,body19MultiAnswerProblem,552,34.78260869565217,0.0,0.0,17.391304347826086,[0],8.695652173913043,[3],8.695652173913043,[2]
11296,Sums and Products of Roots,60,body1ShortAnswerProblem,672,41.07142857142857,7.142857142857143,0.0,10.714285714285714,"""27""",5.357142857142857,"""12""",5.357142857142857,"""5"""
11296,Sums and Products of Roots,60,body20MultiAnswerProblem,384,21.875,0.0,0.0,9.375,[2],6.25,[3],6.25,[0]
11296,Sums and Products of Roots,60,body21MultiAnswerProblem,444,24.324324324324323,0.0,0.0,10.81081081081081,[1],8.108108108108109,[3],5.405405405405405,[0]
11296,Sums and Products of Roots,60,body22MultiAnswerProblem,348,13.793103448275861,0.0,0.0,6.896551724137931,[1],3.4482758620689653,[3],3.4482758620689653,[0]
11296,Sums and Products of Roots,60,body24ShortAnswerProblem,696,44.827586206896555,6.896551724137931,0.0,15.517241379310345,"""-""",8.620689655172415,"""1""",8.620689655172415,"""-20"""
11296,Sums and Products of Roots,60,body25ShortAnswerProblem,456,15.789473684210526,7.894736842105263,0.0,5.2631578947368425,"""20""",5.2631578947368425,"""1""",2.6315789473684212,"""-20"""
11296,Sums and Products of Roots,60,body26ShortAnswerProblem,480,30.0,20.0,0.0,5.0,"""1""",2.5,"""1,-20""",2.5,"""5,-4"""
11296,Sums and Products of Roots,60,body28MultiAnswerProblem,840,48.57142857142857,0.0,0.0,28.571428571428573,[1],20.0,[0],,
11296,Sums and Products of Roots,60,body30ShortAnswerProblem,912,55.26315789473684,14.473684210526315,0.0,6.578947368421052,"""1/2, -2""",5.2631578947368425,"""1,-4""",2.6315789473684212,"""-1,-2"""
11296,Sums and Products of Roots,60,body31ShortAnswerProblem,540,35.55555555555556,8.88888888888889,0.0,4.444444444444445,"""-5""",4.444444444444445,"""-3/2""",4.444444444444445,"""1/2"""
11296,Sums and Products of Roots,60,body32ShortAnswerProblem,372,9.67741935483871,6.451612903225806,0.0,3.225806451612903,"""123""",3.225806451612903,"""2/5""",3.225806451612903,"""1"""
11296,Sums and Products of Roots,60,body34MultiAnswerProblem,480,27.5,0.0,0.0,17.5,[2],10.0,[1],,
